from_position,to_position,expected_distance_um,actual_distance_um,difference_um,feed
"(-0.007071000,0.007071000)","(0.000000000,0.014142000)",9.999904099540155,8.193042061721222,-1.8068620378189326,5.0
"(0.000000000,0.014142000)","(0.007071000,0.007071000)",9.999904099540155,10.056402267265105,0.056498167724949866,5.0
"(0.007071000,0.007071000)","(0.000000000,0.000000000)",9.999904099540155,8.892864371293468,-1.1070397282466864,5.0
"(0.000000000,0.000000000)","(0.010000000,0.000000000)",10.0,5.070633458193236,-4.929366541806764,5.0
"(0.010000000,0.000000000)","(0.002929000,0.007071000)",9.999904099540155,8.953045092934769,-1.046859006605386,5.0
"(0.002929000,0.007071000)","(0.010000000,0.014142000)",9.999904099540155,9.108731257348127,-0.8911728421920273,5.0
"(0.010000000,0.014142000)","(0.017071000,0.007071000)",9.999904099540155,9.928443190946068,-0.07146090859408716,5.0
"(0.017071000,0.007071000)","(0.010000000,0.000000000)",9.999904099540155,8.349507638104312,-1.650396461435843,5.0
"(0.010000000,0.000000000)","(0.000000000,0.000000000)",10.0,5.358384188064558,-4.641615811935442,5.0
"(0.000000000,0.000000000)","(-0.007071000,-0.007071000)",9.999904099540155,9.048578944997537,-0.9513251545426176,5.0
"(-0.007071000,-0.007071000)","(0.002929000,-0.007071000)",10.0,5.709329644745806,-4.290670355254194,5.0
"(0.002929000,-0.007071000)","(0.012929000,-0.007071000)",9.999999999999998,4.4919796615305065,-5.508020338469492,5.0
"(0.012929000,-0.007071000)","(0.005858000,0.000000000)",9.999904099540155,9.374187789651128,-0.625716309889027,5.0
"(0.005858000,0.000000000)","(0.000000000,0.000000000)",5.8580000000000005,2.8293084597142766,-3.028691540285724,5.0
"(0.000000000,0.000000000)","(0.010000000,0.000000000)",10.0,4.637269876935295,-5.362730123064705,5.0
"(0.010000000,0.000000000)","(0.020000000,0.000000000)",10.0,4.011305105023212,-5.988694894976788,5.0
"(0.020000000,0.000000000)","(0.010000000,0.000000000)",10.0,4.6232451112461845,-5.3767548887538155,5.0
"(0.010000000,0.000000000)","(0.000000000,0.000000000)",10.0,5.9002988770871125,-4.0997011229128875,5.0
"(0.000000000,0.000000000)","(0.000000000,0.010000000)",10.0,12.16565607033614,2.1656560703361407,5.0
"(0.000000000,0.010000000)","(0.000000000,0.020000000)",10.0,11.4555480011416,1.4555480011416009,5.0
"(0.000000000,0.020000000)","(0.000000000,0.010000000)",10.0,12.069232061445668,2.0692320614456676,5.0
"(0.000000000,0.010000000)","(0.000000000,0.000000000)",10.0,11.728355582410009,1.7283555824100088,5.0
"(0.000000000,0.000000000)","(0.007071000,0.007071000)",9.999904099540155,9.149708598580936,-0.8501955009592184,5.0
"(0.007071000,0.007071000)","(0.014142000,0.014142000)",9.999904099540155,8.539165069683197,-1.460739029856958,5.0
"(0.014142000,0.014142000)","(0.007071000,0.007071000)",9.999904099540155,9.235460569004836,-0.7644435305353188,5.0
"(0.007071000,0.007071000)","(0.000000000,0.000000000)",9.999904099540155,8.184003434601623,-1.8159006649385319,5.0
"(0.000000000,0.000000000)","(-0.007071000,0.007071000)",9.999904099540155,10.309721261093749,0.3098171615535943,5.0
"(-0.007071000,0.007071000)","(0.000000000,0.014142000)",9.999904099540155,9.019593560828762,-0.9803105387113931,5.0
"(0.000000000,0.014142000)","(0.007071000,0.007071000)",9.999904099540155,10.019486406011795,0.01958230647164072,5.0
"(0.007071000,0.007071000)","(0.000000000,0.000000000)",9.999904099540155,8.476328514760691,-1.5235755847794632,5.0
"(0.000000000,0.000000000)","(0.010000000,0.000000000)",10.0,5.851129404824133,-4.148870595175867,5.0
"(0.010000000,0.000000000)","(0.002929000,0.007071000)",9.999904099540155,10.464860424763566,0.4649563252234117,5.0
"(0.002929000,0.007071000)","(0.010000000,0.014142000)",9.999904099540155,7.901133865137769,-2.0987702344023855,5.0
"(0.010000000,0.014142000)","(0.017071000,0.007071000)",9.999904099540155,9.573833747574135,-0.42607035196602006,5.0
"(0.017071000,0.007071000)","(0.010000000,0.000000000)",9.999904099540155,8.901374965963868,-1.098529133576287,5.0
"(0.010000000,0.000000000)","(0.000000000,0.000000000)",10.0,5.32938679146299,-4.67061320853701,5.0
"(0.000000000,0.000000000)","(-0.007071000,-0.007071000)",9.999904099540155,9.34296613733164,-0.6569379622085147,5.0
"(-0.007071000,-0.007071000)","(0.002929000,-0.007071000)",10.0,4.326890709858158,-5.673109290141842,5.0
"(0.002929000,-0.007071000)","(0.012929000,-0.007071000)",9.999999999999998,6.691323441109056,-3.3086765588909426,5.0
"(0.012929000,-0.007071000)","(0.005858000,0.000000000)",9.999904099540155,9.887295658654416,-0.1126084408857384,5.0
"(0.005858000,0.000000000)","(0.000000000,0.000000000)",5.8580000000000005,1.9969829408703923,-3.8610170591296082,5.0
"(0.000000000,0.000000000)","(0.050000000,0.000000000)",50.0,26.591118932127845,-23.408881067872155,5.0
"(0.050000000,0.000000000)","(0.100000000,0.000000000)",50.0,32.94280431460924,-17.05719568539076,5.0
"(0.100000000,0.000000000)","(0.050000000,0.000000000)",50.0,31.697640425151153,-18.302359574848847,5.0
"(0.050000000,0.000000000)","(0.000000000,0.000000000)",50.0,27.815154448347258,-22.184845551652742,5.0
"(0.000000000,0.000000000)","(0.000000000,0.050000000)",50.0,55.27890523837018,5.278905238370179,5.0
"(0.000000000,0.050000000)","(0.000000000,0.100000000)",50.0,40.443325767995056,-9.556674232004944,5.0
"(0.000000000,0.100000000)","(0.000000000,0.050000000)",50.0,43.11609472235776,-6.883905277642242,5.0
"(0.000000000,0.050000000)","(0.000000000,0.000000000)",50.0,53.46092830662096,3.460928306620957,5.0
"(0.000000000,0.000000000)","(0.035355000,0.035355000)",49.99952049770077,43.07073802833321,-6.928782469367562,5.0
"(0.035355000,0.035355000)","(0.070711000,0.070711000)",50.00093471126315,36.68418663312471,-13.316748078138438,5.0
"(0.070711000,0.070711000)","(0.035355000,0.035355000)",50.00093471126315,38.10898767125483,-11.891947040008318,5.0
"(0.035355000,0.035355000)","(0.000000000,0.000000000)",49.99952049770077,41.52372473916452,-8.47579575853625,5.0
"(0.000000000,0.000000000)","(-0.035355000,0.035355000)",49.99952049770077,47.91936066428397,-2.0801598334168006,5.0
"(-0.035355000,0.035355000)","(0.000000000,0.070711000)",50.00022760948194,36.95472111890698,-13.045506490574958,5.0
"(0.000000000,0.070711000)","(0.035355000,0.035355000)",50.00022760948194,40.63200873984067,-9.368218869641268,5.0
"(0.035355000,0.035355000)","(0.000000000,0.000000000)",49.99952049770077,40.78664485413542,-9.212875643565354,5.0
"(0.000000000,0.000000000)","(0.050000000,0.000000000)",50.0,27.323217921604044,-22.676782078395956,5.0
"(0.050000000,0.000000000)","(0.014645000,0.035355000)",49.99952049770078,47.14932946576648,-2.850191031934301,5.0
"(0.014645000,0.035355000)","(0.050000000,0.070711000)",50.00022760948194,37.06822450787595,-12.932003101605993,5.0
"(0.050000000,0.070711000)","(0.085355000,0.035355000)",50.00022760948194,42.72863740376738,-7.27159020571456,5.0
"(0.085355000,0.035355000)","(0.050000000,0.000000000)",49.99952049770077,42.1201400765678,-7.879380421132971,5.0
"(0.050000000,0.000000000)","(0.000000000,0.000000000)",50.0,27.56407722455121,-22.43592277544879,5.0
"(0.000000000,0.000000000)","(-0.035355000,-0.035355000)",49.99952049770077,42.94834923315162,-7.051171264549154,5.0
"(-0.035355000,-0.035355000)","(0.014645000,-0.035355000)",49.99999999999999,31.451211155947036,-18.548788844052957,5.0
"(0.014645000,-0.035355000)","(0.064645000,-0.035355000)",49.99999999999999,28.49574980725267,-21.504250192747325,5.0
"(0.064645000,-0.035355000)","(0.029289000,0.000000000)",50.00022760948194,45.44289955561775,-4.55732805386419,5.0
"(0.029289000,0.000000000)","(0.000000000,0.000000000)",29.288999999999998,16.402651391916994,-12.886348608083004,5.0
"(0.000000000,0.000000000)","(0.050000000,0.000000000)",50.0,27.935212005861825,-22.064787994138175,5.0
"(0.050000000,0.000000000)","(0.100000000,0.000000000)",50.0,30.04847601820063,-19.95152398179937,5.0
"(0.100000000,0.000000000)","(0.050000000,0.000000000)",50.0,31.058138330663795,-18.941861669336205,5.0
"(0.050000000,0.000000000)","(0.000000000,0.000000000)",50.0,28.782989191956688,-21.217010808043312,5.0
"(0.000000000,0.000000000)","(0.000000000,0.050000000)",50.0,53.270653184850524,3.2706531848505236,5.0
"(0.000000000,0.050000000)","(0.000000000,0.100000000)",50.0,42.769732319667035,-7.230267680332965,5.0
"(0.000000000,0.100000000)","(0.000000000,0.050000000)",50.0,42.86927808642427,-7.1307219135757265,5.0
"(0.000000000,0.050000000)","(0.000000000,0.000000000)",50.0,53.98109945974207,3.981099459742069,5.0
"(0.000000000,0.000000000)","(0.035355000,0.035355000)",49.99952049770077,42.10847660059231,-7.89104389710846,5.0
"(0.035355000,0.035355000)","(0.070711000,0.070711000)",50.00093471126315,36.35508614456483,-13.64584856669832,5.0
"(0.070711000,0.070711000)","(0.035355000,0.035355000)",50.00093471126315,37.04857392656379,-12.952360784699358,5.0
"(0.035355000,0.035355000)","(0.000000000,0.000000000)",49.99952049770077,41.17077603420825,-8.82874446349252,5.0
"(0.000000000,0.000000000)","(-0.035355000,0.035355000)",49.99952049770077,49.51445995128498,-0.4850605464157951,5.0
"(-0.035355000,0.035355000)","(0.000000000,0.070711000)",50.00022760948194,37.68699948025437,-12.313228129227568,5.0
"(0.000000000,0.070711000)","(0.035355000,0.035355000)",50.00022760948194,41.488989651289735,-8.511237958192204,5.0
"(0.035355000,0.035355000)","(0.000000000,0.000000000)",49.99952049770077,41.45189128607015,-8.547629211630621,5.0
"(0.000000000,0.000000000)","(0.050000000,0.000000000)",50.0,28.569963099595796,-21.430036900404204,5.0
"(0.050000000,0.000000000)","(0.014645000,0.035355000)",49.99952049770078,47.28913218306686,-2.710388314633917,5.0
"(0.014645000,0.035355000)","(0.050000000,0.070711000)",50.00022760948194,36.516947457139494,-13.483280152342445,5.0
"(0.050000000,0.070711000)","(0.085355000,0.035355000)",50.00022760948194,42.541559732441954,-7.458667877039986,5.0
"(0.085355000,0.035355000)","(0.050000000,0.000000000)",49.99952049770077,42.04309995105648,-7.9564205466442885,5.0
"(0.050000000,0.000000000)","(0.000000000,0.000000000)",50.0,30.66741010993168,-19.33258989006832,5.0
"(0.000000000,0.000000000)","(-0.035355000,-0.035355000)",49.99952049770077,40.87061101291363,-9.128909484787144,5.0
"(-0.035355000,-0.035355000)","(0.014645000,-0.035355000)",49.99999999999999,29.25572479599675,-20.744275204003245,5.0
"(0.014645000,-0.035355000)","(0.064645000,-0.035355000)",49.99999999999999,29.47599209732888,-20.524007902671112,5.0
"(0.064645000,-0.035355000)","(0.029289000,0.000000000)",50.00022760948194,45.76099329106111,-4.239234318420827,5.0
"(0.029289000,0.000000000)","(0.000000000,0.000000000)",29.288999999999998,17.874941618428714,-11.414058381571284,5.0
"(0.000000000,0.000000000)","(0.100000000,0.000000000)",100.0,59.33821329185572,-40.66178670814428,5.0
"(0.100000000,0.000000000)","(0.200000000,0.000000000)",100.0,81.32898912596576,-18.671010874034238,5.0
"(0.200000000,0.000000000)","(0.100000000,0.000000000)",100.0,81.00584720236,-18.994152797639998,5.0
"(0.100000000,0.000000000)","(0.000000000,0.000000000)",100.0,59.6013833955017,-40.3986166044983,5.0
"(0.000000000,0.000000000)","(0.000000000,0.100000000)",100.0,95.01110326194494,-4.988896738055061,5.0
"(0.000000000,0.100000000)","(0.000000000,0.200000000)",100.0,118.66061938853305,18.66061938853305,5.0
"(0.000000000,0.200000000)","(0.000000000,0.100000000)",100.0,119.28919187536982,19.289191875369823,5.0
"(0.000000000,0.100000000)","(0.000000000,0.000000000)",100.0,95.09586304792508,-4.904136952074921,5.0
"(0.000000000,0.000000000)","(0.070711000,0.070711000)",100.00045520896391,78.97995202096983,-21.02050318799408,5.0
"(0.070711000,0.070711000)","(0.141421000,0.141421000)",99.99904099540154,75.55840415982357,-24.440636835577976,5.0
"(0.141421000,0.141421000)","(0.070711000,0.070711000)",99.99904099540154,75.93423901728094,-24.0648019781206,5.0
"(0.070711000,0.070711000)","(0.000000000,0.000000000)",100.00045520896391,77.96558598174978,-22.03486922721413,5.0
"(0.000000000,0.000000000)","(-0.070711000,0.070711000)",100.00045520896391,88.15602640813457,-11.844428800829348,5.0
"(-0.070711000,0.070711000)","(0.000000000,0.141421000)",99.99974810468274,74.38852414456113,-25.611223960121606,5.0
"(0.000000000,0.141421000)","(0.070711000,0.070711000)",99.99974810468274,81.43300904460092,-18.566739060081815,5.0
"(0.070711000,0.070711000)","(0.000000000,0.000000000)",100.00045520896391,77.3142379705285,-22.686217238435418,5.0
"(0.000000000,0.000000000)","(0.100000000,0.000000000)",100.0,59.66629460953288,-40.33370539046712,5.0
"(0.100000000,0.000000000)","(0.029289000,0.070711000)",100.00045520896391,89.8533093125001,-10.147145896463812,5.0
"(0.029289000,0.070711000)","(0.100000000,0.141421000)",99.99974810468275,73.06922773156755,-26.9305203731152,5.0
"(0.100000000,0.141421000)","(0.170711000,0.070711000)",99.99974810468274,88.25775123110958,-11.741996873573157,5.0
"(0.170711000,0.070711000)","(0.100000000,0.000000000)",100.00045520896391,87.69758921584477,-12.302865993119141,5.0
"(0.100000000,0.000000000)","(0.000000000,0.000000000)",100.0,60.775158048146665,-39.224841951853335,5.0
"(0.000000000,0.000000000)","(-0.070711000,-0.070711000)",100.00045520896391,75.59774229523732,-24.40271291372659,5.0
"(-0.070711000,-0.070711000)","(0.029289000,-0.070711000)",99.99999999999999,59.65306727438331,-40.346932725616675,5.0
"(0.029289000,-0.070711000)","(0.129289000,-0.070711000)",99.99999999999999,60.22412716261926,-39.775872837380724,5.0
"(0.129289000,-0.070711000)","(0.058579000,0.000000000)",99.99974810468274,85.78621356124361,-14.213534543439124,5.0
"(0.058579000,0.000000000)","(0.000000000,0.000000000)",58.579,32.474917694848486,-26.104082305151515,5.0
"(0.000000000,0.000000000)","(0.100000000,0.000000000)",100.0,59.33457646215834,-40.66542353784166,5.0
"(0.100000000,0.000000000)","(0.200000000,0.000000000)",100.0,81.48368501420734,-18.51631498579266,5.0
"(0.200000000,0.000000000)","(0.100000000,0.000000000)",100.0,79.31145391548883,-20.688546084511174,5.0
"(0.100000000,0.000000000)","(0.000000000,0.000000000)",100.0,60.214242403601006,-39.785757596398994,5.0
"(0.000000000,0.000000000)","(0.000000000,0.100000000)",100.0,95.4020248609014,-4.597975139098594,5.0
"(0.000000000,0.100000000)","(0.000000000,0.200000000)",100.0,119.3741252455685,19.374125245568493,5.0
"(0.000000000,0.200000000)","(0.000000000,0.100000000)",100.0,119.43997887180984,19.439978871809842,5.0
"(0.000000000,0.100000000)","(0.000000000,0.000000000)",100.0,96.11948712167575,-3.8805128783242537,5.0
"(0.000000000,0.000000000)","(0.070711000,0.070711000)",100.00045520896391,78.60984515633075,-21.390610052633164,5.0
"(0.070711000,0.070711000)","(0.141421000,0.141421000)",99.99904099540154,73.48480243135137,-26.514238564050174,5.0
"(0.141421000,0.141421000)","(0.070711000,0.070711000)",99.99904099540154,74.87946994257406,-25.11957105282748,5.0
"(0.070711000,0.070711000)","(0.000000000,0.000000000)",100.00045520896391,79.11062270524326,-20.889832503720655,5.0
"(0.000000000,0.000000000)","(-0.070711000,0.070711000)",100.00045520896391,89.99054227197892,-10.009912936984989,5.0
"(-0.070711000,0.070711000)","(0.000000000,0.141421000)",99.99974810468274,76.222665704727,-23.77708239995573,5.0
"(0.000000000,0.141421000)","(0.070711000,0.070711000)",99.99974810468274,81.21665616532073,-18.78309193936201,5.0
"(0.070711000,0.070711000)","(0.000000000,0.000000000)",100.00045520896391,76.4162970014734,-23.584158207490518,5.0
"(0.000000000,0.000000000)","(0.100000000,0.000000000)",100.0,58.68912407043543,-41.31087592956457,5.0
"(0.100000000,0.000000000)","(0.029289000,0.070711000)",100.00045520896391,87.44268967226968,-12.557765536694234,5.0
"(0.029289000,0.070711000)","(0.100000000,0.141421000)",99.99974810468275,70.13752072611159,-29.862227378571163,5.0
"(0.100000000,0.141421000)","(0.170711000,0.070711000)",99.99974810468274,86.579686138674,-13.420061966008731,5.0
"(0.170711000,0.070711000)","(0.100000000,0.000000000)",100.00045520896391,86.35561902775258,-13.644836181211332,5.0
"(0.100000000,0.000000000)","(0.000000000,0.000000000)",100.0,60.046928085463364,-39.953071914536636,5.0
"(0.000000000,0.000000000)","(-0.070711000,-0.070711000)",100.00045520896391,78.39072219553304,-21.60973301343087,5.0
"(-0.070711000,-0.070711000)","(0.029289000,-0.070711000)",99.99999999999999,59.17855264999265,-40.82144735000733,5.0
"(0.029289000,-0.070711000)","(0.129289000,-0.070711000)",99.99999999999999,60.85432522206252,-39.145674777937465,5.0
"(0.129289000,-0.070711000)","(0.058579000,0.000000000)",99.99974810468274,85.63856776078836,-14.361180343894375,5.0
"(0.058579000,0.000000000)","(0.000000000,0.000000000)",58.579,33.42064077322038,-25.158359226779623,5.0
"(0.000000000,0.000000000)","(0.250000000,0.000000000)",250.0,189.92031480231063,-60.07968519768937,5.0
"(0.250000000,0.000000000)","(0.500000000,0.000000000)",250.0,185.96176169891075,-64.03823830108925,5.0
"(0.500000000,0.000000000)","(0.250000000,0.000000000)",250.0,190.45869879752925,-59.54130120247075,5.0
"(0.250000000,0.000000000)","(0.000000000,0.000000000)",250.0,187.0312659396235,-62.968734060376505,5.0
"(0.000000000,0.000000000)","(0.000000000,0.250000000)",250.0,274.5926487200786,24.592648720078614,5.0
"(0.000000000,0.250000000)","(0.000000000,0.500000000)",250.0,236.13218374244863,-13.867816257551368,5.0
"(0.000000000,0.500000000)","(0.000000000,0.250000000)",250.0,237.09905536529257,-12.900944634707429,5.0
"(0.000000000,0.250000000)","(0.000000000,0.000000000)",250.0,275.75918409342387,25.75918409342387,5.0
"(0.000000000,0.000000000)","(0.176777000,0.176777000)",250.0004309156286,205.944394698471,-44.05603621715761,5.0
"(0.176777000,0.176777000)","(0.353553000,0.353553000)",249.99901670206629,241.08919645103845,-8.909820251027838,5.0
"(0.353553000,0.353553000)","(0.176777000,0.176777000)",249.99901670206629,296.1214801196911,46.12246341762483,5.0
"(0.176777000,0.176777000)","(0.000000000,0.000000000)",250.0004309156286,204.41031949706783,-45.59011141856078,5.0
"(0.000000000,0.000000000)","(-0.176777000,0.176777000)",250.0004309156286,235.30201747259974,-14.698413443028869,5.0
"(-0.176777000,0.176777000)","(0.000000000,0.353553000)",249.99972380984744,220.65333606949198,-29.346387740355453,5.0
"(0.000000000,0.353553000)","(0.176777000,0.176777000)",249.99972380984744,254.7057260596822,4.706002249834768,5.0
"(0.176777000,0.176777000)","(0.000000000,0.000000000)",250.0004309156286,204.6535496893066,-45.34688122632201,5.0
"(0.000000000,0.000000000)","(0.250000000,0.000000000)",250.0,189.29331711258178,-60.706682887418225,5.0
"(0.250000000,0.000000000)","(0.073223000,0.176777000)",250.0004309156286,247.79337176678484,-2.2070591488437685,5.0
"(0.073223000,0.176777000)","(0.250000000,0.353553000)",249.99972380984744,238.01050106449873,-11.989222745348712,5.0
"(0.250000000,0.353553000)","(0.426777000,0.176777000)",249.99972380984744,269.1279818962211,19.128258086373677,5.0
"(0.426777000,0.176777000)","(0.250000000,0.000000000)",250.0004309156286,209.24671541691066,-40.75371549871795,5.0
"(0.250000000,0.000000000)","(0.000000000,0.000000000)",250.0,184.32818681085016,-65.67181318914984,5.0
"(0.000000000,0.000000000)","(-0.176777000,-0.176777000)",250.0004309156286,209.03995976214787,-40.96047115348074,5.0
"(-0.176777000,-0.176777000)","(0.073223000,-0.176777000)",250.0,167.86179261141586,-82.13820738858414,5.0
"(0.073223000,-0.176777000)","(0.323223000,-0.176777000)",250.0,213.4026420104824,-36.597357989517604,5.0
"(0.323223000,-0.176777000)","(0.146447000,0.000000000)",249.9997238098474,252.60789076994428,2.6081669600968667,5.0
"(0.146447000,0.000000000)","(0.000000000,0.000000000)",146.447,95.1602541756503,-51.28674582434971,5.0
"(0.000000000,0.000000000)","(0.250000000,0.000000000)",250.0,186.45590247672715,-63.54409752327285,5.0
"(0.250000000,0.000000000)","(0.500000000,0.000000000)",250.0,191.09643369333142,-58.90356630666858,5.0
"(0.500000000,0.000000000)","(0.250000000,0.000000000)",250.0,188.41222669335767,-61.58777330664233,5.0
"(0.250000000,0.000000000)","(0.000000000,0.000000000)",250.0,191.0670907690716,-58.9329092309284,5.0
"(0.000000000,0.000000000)","(0.000000000,0.250000000)",250.0,274.5445205599411,24.544520559941077,5.0
"(0.000000000,0.250000000)","(0.000000000,0.500000000)",250.0,236.37194621345765,-13.628053786542353,5.0
"(0.000000000,0.500000000)","(0.000000000,0.250000000)",250.0,237.06077566527495,-12.939224334725054,5.0
"(0.000000000,0.250000000)","(0.000000000,0.000000000)",250.0,274.7056436698153,24.705643669815288,5.0
"(0.000000000,0.000000000)","(0.176777000,0.176777000)",250.0004309156286,205.21481519217505,-44.78561572345356,5.0
"(0.176777000,0.176777000)","(0.353553000,0.353553000)",249.99901670206629,240.82327505817497,-9.175741643891314,5.0
"(0.353553000,0.353553000)","(0.176777000,0.176777000)",249.99901670206629,389.9197366636835,139.92071996161724,5.0
"(0.176777000,0.176777000)","(0.000000000,0.000000000)",250.0004309156286,203.7228395997304,-46.277591315898206,5.0
"(0.000000000,0.000000000)","(-0.176777000,0.176777000)",250.0004309156286,234.61420469717567,-15.386226218452947,5.0
"(-0.176777000,0.176777000)","(0.000000000,0.353553000)",249.99972380984744,217.52150192119376,-32.47822188865368,5.0
"(0.000000000,0.353553000)","(0.176777000,0.176777000)",249.99972380984744,255.29490500595227,5.295181196104835,5.0
"(0.176777000,0.176777000)","(0.000000000,0.000000000)",250.0004309156286,203.73111379536647,-46.269317120262144,5.0
"(0.000000000,0.000000000)","(0.250000000,0.000000000)",250.0,187.87060831621065,-62.12939168378935,5.0
"(0.250000000,0.000000000)","(0.073223000,0.176777000)",250.0004309156286,246.4373687812288,-3.5630621343998143,5.0
"(0.073223000,0.176777000)","(0.250000000,0.353553000)",249.99972380984744,235.57902368949505,-14.420700120352393,5.0
"(0.250000000,0.353553000)","(0.426777000,0.176777000)",249.99972380984744,266.5733522966171,16.57362848676965,5.0
"(0.426777000,0.176777000)","(0.250000000,0.000000000)",250.0004309156286,208.5337505446774,-41.466680370951224,5.0
"(0.250000000,0.000000000)","(0.000000000,0.000000000)",250.0,187.6812187926469,-62.31878120735311,5.0
"(0.000000000,0.000000000)","(-0.176777000,-0.176777000)",250.0004309156286,207.0613617664041,-42.93906914922451,5.0
"(-0.176777000,-0.176777000)","(0.073223000,-0.176777000)",250.0,173.22684362460956,-76.77315637539044,5.0
"(0.073223000,-0.176777000)","(0.323223000,-0.176777000)",250.0,210.41891677018765,-39.58108322981235,5.0
"(0.323223000,-0.176777000)","(0.146447000,0.000000000)",249.9997238098474,255.07606333618827,5.07633952634086,5.0
"(0.146447000,0.000000000)","(0.000000000,0.000000000)",146.447,95.52304775618461,-50.92395224381539,5.0
"(0.000000000,0.000000000)","(0.001000000,0.000000000)",1.0,3.745050394621912,2.745050394621912,1.0
"(0.001000000,0.000000000)","(0.002000000,0.000000000)",1.0,1.9787005330381093,0.9787005330381093,1.0
"(0.002000000,0.000000000)","(0.001000000,0.000000000)",1.0,1.7877001246157809,0.7877001246157809,1.0
"(0.001000000,0.000000000)","(0.000000000,0.000000000)",1.0,1.9063275766888443,0.9063275766888443,1.0
"(0.000000000,0.000000000)","(0.000000000,0.001000000)",1.0,2.34908338801389,1.3490833880138902,1.0
"(0.000000000,0.001000000)","(0.000000000,0.002000000)",1.0,2.5522907316361274,1.5522907316361274,1.0
"(0.000000000,0.002000000)","(0.000000000,0.001000000)",1.0,2.6724342438455744,1.6724342438455744,1.0
"(0.000000000,0.001000000)","(0.000000000,0.000000000)",1.0,3.043358842370912,2.043358842370912,1.0
"(0.000000000,0.000000000)","(0.000707000,0.000707000)",0.999848988597778,2.035702157499277,1.035853168901499,1.0
"(0.000707000,0.000707000)","(0.001414000,0.001414000)",0.999848988597778,1.7017746990218403,0.7019257104240623,1.0
"(0.001414000,0.001414000)","(0.000707000,0.000707000)",0.999848988597778,1.8432175299953977,0.8433685413976196,1.0
"(0.000707000,0.000707000)","(0.000000000,0.000000000)",0.999848988597778,1.8510207097507652,0.8511717211529871,1.0
"(0.000000000,0.000000000)","(-0.000707000,0.000707000)",0.999848988597778,2.5940182942669954,1.5941693056692174,1.0
"(-0.000707000,0.000707000)","(0.000000000,0.001414000)",0.999848988597778,1.7810259376091844,0.7811769490114063,1.0
"(0.000000000,0.001414000)","(0.000707000,0.000707000)",0.999848988597778,1.9101755944860896,0.9103266058883116,1.0
"(0.000707000,0.000707000)","(0.000000000,0.000000000)",0.999848988597778,1.3853970169639043,0.3855480283661262,1.0
"(0.000000000,0.000000000)","(0.001000000,0.000000000)",1.0,1.3707668384109597,0.3707668384109597,1.0
"(0.001000000,0.000000000)","(0.000293000,0.000707000)",0.999848988597778,2.490414270474389,1.490565281876611,1.0
"(0.000293000,0.000707000)","(0.001000000,0.001414000)",0.999848988597778,2.9632889050662135,1.9634399164684355,1.0
"(0.001000000,0.001414000)","(0.001707000,0.000707000)",0.999848988597778,2.3501900226242274,1.3503410340264494,1.0
"(0.001707000,0.000707000)","(0.001000000,0.000000000)",0.999848988597778,1.8583236629162405,0.8584746743184625,1.0
"(0.001000000,0.000000000)","(0.000000000,0.000000000)",1.0,2.332957363644768,1.332957363644768,1.0
"(0.000000000,0.000000000)","(-0.000707000,-0.000707000)",0.999848988597778,1.6990300040502,0.699181015452422,1.0
"(-0.000707000,-0.000707000)","(0.000293000,-0.000707000)",1.0,2.1827559437662405,1.1827559437662405,1.0
"(0.000293000,-0.000707000)","(0.001293000,-0.000707000)",1.0,1.3061993708672712,0.3061993708672712,1.0
"(0.001293000,-0.000707000)","(0.000586000,0.000000000)",0.999848988597778,1.8617720711789012,0.8619230825811232,1.0
"(0.000586000,0.000000000)","(0.000000000,0.000000000)",0.5860000000000001,1.985183422592172,1.399183422592172,1.0
"(0.000000000,0.000000000)","(0.001000000,0.000000000)",1.0,2.0457896086432994,1.0457896086432994,1.0
"(0.001000000,0.000000000)","(0.002000000,0.000000000)",1.0,1.6963678837099814,0.6963678837099814,1.0
"(0.002000000,0.000000000)","(0.001000000,0.000000000)",1.0,1.6395268350590568,0.6395268350590568,1.0
"(0.001000000,0.000000000)","(0.000000000,0.000000000)",1.0,2.015584315347459,1.0155843153474589,1.0
"(0.000000000,0.000000000)","(0.000000000,0.001000000)",1.0,2.3046468932112756,1.3046468932112756,1.0
"(0.000000000,0.001000000)","(0.000000000,0.002000000)",1.0,1.983937198514641,0.983937198514641,1.0
"(0.000000000,0.002000000)","(0.000000000,0.001000000)",1.0,2.19646208415497,1.19646208415497,1.0
"(0.000000000,0.001000000)","(0.000000000,0.000000000)",1.0,1.9116298648656311,0.9116298648656311,1.0
"(0.000000000,0.000000000)","(0.000707000,0.000707000)",0.999848988597778,1.5044636879114621,0.5046146993136841,1.0
"(0.000707000,0.000707000)","(0.001414000,0.001414000)",0.999848988597778,2.8030494462072,1.8032004576094223,1.0
"(0.001414000,0.001414000)","(0.000707000,0.000707000)",0.999848988597778,2.085578400734027,1.0857294121362489,1.0
"(0.000707000,0.000707000)","(0.000000000,0.000000000)",0.999848988597778,2.32709386160191,1.327244873004132,1.0
"(0.000000000,0.000000000)","(-0.000707000,0.000707000)",0.999848988597778,1.6116960521216508,0.6118470635238727,1.0
"(-0.000707000,0.000707000)","(0.000000000,0.001414000)",0.999848988597778,1.754031799680419,0.7541828110826408,1.0
"(0.000000000,0.001414000)","(0.000707000,0.000707000)",0.999848988597778,1.70696426380179,0.7071152752040119,1.0
